0x69	112.346	-58.4093	11.5415
0x6a	111.664	-60.0364	11.5415
0x6b	113.247	-56.8973	11.5415
0x6c	111.345	-60.6618	11.5415
0x6d	-192.166	20.3496	8.26684
0x6e	-190.842	20.3777	8.29633
0x6f	-190.868	20.1815	8.26684
0x70	-190.219	20.0975	8.26684
0x71	-189.57	20.0135	8.26684
0x72	-191.517	20.2656	8.26684
0x73	-217.208	30.7125	6.6927
0x74	-217.218	31.0958	6.6927
0x75	-217.564	31.2616	6.6927
0x76	-188.921	19.9294	8.26684
0x77	-216.852	30.1633	6.6927
0x79	-216.496	29.6141	6.6927
0x7a	-187.612	-156.969	3.31665
0x7b	39.7735	-72.1736	19.2325
0x7c	-218.275	32.36	6.6927
0x7e	-217.919	31.8108	6.6927
0x80	-196.574	-35.3818	2.7315
0x81	-196.772	-35.3561	2.7315
0x82	-199.443	-35.0027	2.70493
0x83	-196.688	-34.7072	2.7315
0x84	-199.528	-35.6626	2.7315
0x85	172.836	-51.1997	42.3065
0x86	-217.24	-37.9411	2.62413
0x87	-217.156	-37.292	2.62798
0x88	-174.442	53.652	6.52557
0x89	111.969	-59.4022	11.5415
0x8a	112.289	-58.7753	11.5415
0x8b	112.939	-57.527	11.5415
0x8c	112.609	-58.1484	11.5415
0x8d	-196.857	-36.005	2.7315
0x8f	113.567	-56.2704	11.5415
0x94	153.186	36.6744	1.68924
0x97	84.5921	156.351	13.9849
0x9e	109.275	-56.8707	11.5379
0xb0	-172.375	32.1456	11.901
0xcf	-187.386	-158.082	3.52726
0xd0	-200.059	-119.053	3.21
0xd3	114.041	-37.5086	31.7476
0xf7	-151.974	45.8848	12.0613
0x139	57.2592	106.368	20.8875
0x143	-123.295	-1.39525	11.749
0x146	-171.227	165.614	16.5712
0x180	-187.165	-158.495	4.32639
0x182	-179.563	-163.916	3.50968
0x185	107.161	-47.9806	26.3834
0x190	99.0718	-42.4881	-7.8951
0x1a3	113.698	-37.5965	31.7476
0x1d1	-8.47306	209.377	2.09766
0x1d4	235.924	-167.138	13.7247
0x1da	-87.9005	27.2617	14.0807
0x1e4	-183.599	169.556	-2.24043
0x232	-14.8967	187.714	2.24398
0x233	-62.0259	153.352	2.02101
0x23e	37.6441	128.075	18.97
0x245	115.357	-48.4084	29.7007
0x246	65.9421	-31.9751	19.7965
0x262	122.438	30.4261	2.22455
0x263	29.3662	-65.7606	16.3837
0x265	60.9575	-53.6879	20.4228
0x26c	57.1175	-56.8896	19.3916
0x26d	57.2544	-55.0115	19.5621
0x26e	57.1991	-55.7626	19.5622
0x26f	57.144	-56.5113	19.5622
0x274	83.2493	-52.5554	27.3335
0x290	31.7345	-34.4801	16.9809
0x293	-139.824	-150.799	7.43516
0x295	-149.403	-147.849	7.46468
0x2a6	172.702	-51.8833	43.8734
0x2ad	51.5007	-77.6295	14.5513
0x2c2	-147.48	-135.018	7.41382
0x2c4	54.5186	-76.9146	14.1743
0x2c6	76.4305	-79.5055	14.4975
0x2c7	80.6044	-91.6312	11.3321
0x2eb	238.481	21.6481	-0.0301459
0x30a	53.3689	136.811	31.6862
0x319	-170.985	166.786	16.6145
0x324	79.3299	-57.4469	22.2074
0x32a	64.4401	-64.9149	31.832
0x33a	24.49	-40.9996	18.5213
0x344	61.7794	117.659	19.1883
0x349	-145.933	-145.568	7.9554
0x355	42.6452	134.039	19.9803
0x356	39.6282	139.57	19.97
0x357	48.1443	136.236	19.5952
0x359	-152.354	46.1497	9.07769
0x35b	-95.9744	-53.2576	1
0x35d	166.577	-99.3609	14.3093
0x35e	166.483	-97.7737	14.2965
0x35f	164.63	-97.9892	14.3317
0x360	163.828	-98.9848	14.2865
0x361	168.111	-101.362	14.2894
0x362	169.398	-102.658	14.2865
0x363	164.172	-102.74	14.1558
0x364	225.792	-190.943	0.674855
0x367	113.763	-37.1382	28.064
0x387	-26.8666	46.739	38.4048
0x390	121.789	28.3374	2.19692
0x394	-169	172.393	11.7891
0x3b2	182.705	17.7071	1.65733
0x3b6	-65.2719	-1.26175	-2.90905
0x3c4	-127.729	-166.803	6.41593
0x3c9	-222.573	-36.7347	1.23456
0x3d4	67.8548	-153.819	159.054
0x3e1	118.574	-48.5724	32.8695
0x3e8	-210.427	13.0374	2.3621
0x3ef	114.901	-49.9588	32.8695
0x3f7	222.656	-210.407	21.9892
0x3fb	-106.873	-187.598	15.4547
0x405	-57.7146	149.975	6.245
0x40b	-137.014	-68.9766	4.5848
0x412	222.656	-210.407	21.7392
0x422	-181.567	168.046	3.667
0x427	57.3878	120.006	18.97
0x42d	143.984	-53.5389	68.0616
0x443	-172.421	159.953	11.7612
0x45c	-145.133	-140.774	8.2418
0x45f	-200.691	37.7547	26.3647
0x469	121.993	29.0904	2.22455
0x472	122.208	29.7608	2.22455
0x474	122.668	31.0913	2.22455
0x488	60.48	119.389	19.1942
0x489	56.7767	116.875	19.1922
0x48f	-179.764	175.266	10.8682
0x495	58.6939	110.101	19.1903
0x496	66.2858	114.994	19.1913
0x4a9	53.7972	117.649	18.97
0x4aa	67.8071	122.981	18.97
0x4ac	69.4099	114.394	18.97
0x4ad	64.7673	116.935	18.97
0x4ae	63.902	120.329	18.97
0x4af	53.7069	109.438	18.97
0x4b0	62.5141	112.703	18.97
0x4b1	59.3985	113.376	18.97
0x4b2	60.6283	111.312	18.97
0x4b3	62.8846	107.645	18.97
0x4b5	58.8819	118.132	18.97
0x4ba	58.5285	124.749	18.97
0x4bb	55.016	115.657	18.97
0x4c7	57.1219	102.042	18.97
0x4c9	56.7803	100.281	18.97
0x4ca	59.2945	88.5668	18.97
0x4cc	61.1383	97.865	18.97
0x4cd	64.7787	92.1256	18.97
0x4ce	54.9776	91.0944	18.97
0x4cf	52.4563	94.8698	18.97
0x4d0	56.0378	95.6892	18.97
0x4d1	61.2259	89.7733	18.97
0x4d3	62.4041	95.9255	18.97
0x4d4	49.5187	96.7015	18.97
0x4da	31.2709	103.811	18.97
0x4db	28.1186	96.3868	18.97
0x4dc	31.7288	98.3789	18.97
0x4dd	38.7924	100.696	18.97
0x4de	35.5131	101.38	18.97
0x4df	30.624	100.638	18.97
0x4e0	36.3136	96.3066	18.97
0x4e1	34.1021	93.5384	18.97
0x4e3	41.6517	98.3901	18.97
0x4e4	24.4113	100.299	18.97
0x4e5	31.994	90.7669	18.97
0x4e8	37.8752	105.812	18.9757
0x4eb	28.5384	107.795	18.97
0x4ec	29.9261	122.288	18.97
0x4f0	34.2863	129.875	18.97
0x4f1	37.7315	112.785	18.97
0x4f2	44.2508	127.697	18.97
0x4fb	45.6045	119.348	18.97
0x507	20.5767	-17.1327	-14.3413
0x509	-204.19	38.5755	17.747
0x50a	-128.168	-166.197	11.9537
0x51f	1.2845	-40.4998	-5.61936
0x521	55.8338	107.773	20.9113
0x522	0.930088	-40.479	-5.57218
0x524	0.21301	-40.5238	-3.08856
0x525	45.6281	90.7301	21.2847
0x526	0.480186	-40.6026	-3.04129
0x529	31.4683	108.642	21.9078
0x52d	102.382	109.278	10.2409
0x532	103.505	108.457	7.7942
0x533	102.463	109.885	10.0119
0x534	102.594	110.225	9.66674
0x536	102.93	109.821	8.87879
0x537	102.972	109.485	8.80537
0x538	103.037	108.8	8.70637
0x53b	103.191	108.475	8.35757
0x53c	-152.435	46.6055	12.4113
0x53d	84.862	155.975	17.6685
0x53e	84.862	155.975	17.3185
0x54d	110.646	109.766	6.22637
0x553	122.909	31.7526	2.22455
0x557	-68.38	151.328	7.00317
0x558	99.7752	-42.5152	-7.8951
0x562	112.01	110.69	5.84904
0x563	111.421	111.83	5.79472
0x564	111.395	112.151	5.77363
0x565	111.906	112.564	5.68516
0x566	113.692	112.327	5.54878
0x567	100.479	-42.5302	-7.8951
0x569	114.177	112.18	5.52985
0x56a	111.526	109.922	5.9947
0x56e	118.77	26.093	2.26891
0x56f	123.126	32.4189	2.22455
0x579	122.194	118.052	1.32719
0x57a	124.04	118.066	0.770406
0x57b	124.477	117.766	0.669892
0x57c	124.84	117.292	0.588388
0x57d	124.797	116.536	0.664797
0x57e	124.623	116.142	0.757915
0x57f	124.517	115.583	0.769545
0x580	125.051	114.625	0.58538
0x596	131.2	48.7704	-2.39083
0x5a2	160.943	23.8017	-2.73758
0x5d4	-178.626	92.2219	-3.56315
0x5d5	-192.073	105.557	-3.08334
0x5f1	-68.5759	150.653	7.00317
0x5f6	-31.1849	81.1051	12.7575
0x604	-66.813	0.348189	-1.8367
0x609	124.759	40.532	1.77147
0x614	-31.5123	80.9695	12.7575
0x61a	126.187	40.911	0.340198
0x61b	126.187	40.911	0.340198
0x620	-68.7569	149.973	7.00317
0x622	162.196	205.177	16.7488
0x635	-135.957	-66.4838	6.26889
0x698	-183.694	176.46	10.8172
0x69d	-31.5123	80.9695	12.0575
0x6e3	-180.187	170.231	3.48527
0x6e5	29.0388	-65.4332	20.0673
0x6e6	29.0388	-65.4332	19.7173
0x6e7	29.0388	-65.4332	19.3673
0x6ee	-175.63	172.403	5.9572
0x6fe	101.183	-42.5452	-7.8951
0x70a	147.902	-53.0538	67.2651
0x70e	70.7174	-94.3662	11.531
0x70f	73.7795	-93.8325	11.3778
0x713	-180.356	169.243	-1.14902
0x716	71.1717	-94.4632	10.9248
0x717	74.2349	-93.6467	11.103
0x724	-192.48	172.685	11.3495
0x726	-177.632	179.379	11.1958
0x728	-180.427	173.876	11.245
0x72c	-141.73	133.2	18.5577
0x73e	-172.791	158.83	12.6952
0x73f	-171.067	166.259	17.0671
0x740	-168.776	173.634	12.6936
0x74f	55.9494	84.6519	19.9651
0x75a	-128.809	2.96355	10.3676
0x75b	-111.179	-1.32652	10.4033
0x75c	-113.54	11.2529	12.4707
0x761	172.12	75.1616	1.2261
0x763	160.933	-65.3404	49.0098
0x767	66	-78.2907	14.6041
0x769	84.862	155.975	16.9685
0x771	-152.435	46.6055	12.7613
0x78d	-177.798	172.763	-3.00688
0x791	160.756	26.5755	1.41937
0x79b	-10.6406	214.964	0.465071
0x79c	-137.408	-67.3672	11.146
0x7a1	161.503	25.2363	1.43391
0x7a3	162.474	23.3098	1.43391
0x7b3	244.345	-102.066	4.09199
0x7d3	52.6543	-122.522	2.40891
0x815	-68.4338	-4.19188	-1.68895
0x827	-63.1512	-9.6401	-1.1778
0x83d	63.527	-94.3148	11.5886
0x859	-31.1849	81.1051	12.4075
0x865	-136.16	-66.3237	5.68919
0x866	-140.319	-67.3962	5.68919
0x87b	-138.366	-63.309	4.62951
0x87d	76.0546	-94.2425	11.3427
0x87f	54.8251	-77.0457	14.2997
0x880	66.6015	-79.8042	14.4694
0x884	76.6349	-79.8786	14.3799
0x885	76.523	-94.4157	11.1305
0x88e	-24.2785	-31.0933	-10.1687
0x89d	80.3794	-99.4591	11.5741
0x8a3	74.0417	-100.196	11.5693
0x8b8	96.5653	-45.9208	-7.8951
0x8ba	35.5828	117.694	18.97
0x8bb	-182.556	172.783	-2.84921
0x8bc	44.5616	124.377	18.97
0x8be	44.3245	121.162	18.97
0x8bf	38.0498	114.33	18.97
0x8c0	34.3855	119.655	18.97
0x8c6	33.3826	123.122	18.9543
0x8c7	30.8763	117.493	18.97
0x8cb	38.1694	121.955	18.97
0x8cd	40.8027	118.2	18.97
0x8cf	39.4612	120.122	18.97
0x8d1	43.0719	114.945	18.97
0x965	-120.272	-166.399	5.81612
0x969	-112.42	-145.26	6.10552
0x973	95.8619	-45.8936	-7.8951
0x97b	95.1583	-45.8786	-7.8951
0x97c	-140.301	-103.626	8.74476
0x97d	94.4546	-45.8636	-7.8951
0x97e	93.7506	-45.8646	-7.8951
0x97f	149.313	46.8338	8.70193
0x980	153.896	-53.2112	68.2687
0x982	149.756	46.2865	8.70193
0x983	122.231	29.6706	2.19692
0x984	122.47	30.3327	2.19692
0x985	122.925	31.6647	2.19692
0x986	122.697	30.9987	2.19692
0x987	123.137	32.3359	2.19692
0x989	149.176	47.1778	8.70193
0x98a	27.5549	-30.2306	17.0451
0x98c	122.693	30.6283	2.33134
0x98d	95.1607	-45.763	-7.8951
0x98e	100.125	-42.6384	-7.8951
0x98f	148.861	47.3733	8.70193
0x990	148.41	47.9128	8.70193
0x994	93.7735	-42.4043	-7.8951
0x995	95.1804	-42.4528	-7.8951
0x996	95.8839	-42.471	-7.8951
0x998	96.5879	-42.4731	-7.8951
0x999	142.96	41.0172	1.65096
0x99d	143.396	40.4647	1.65096
0x9a0	143.832	39.9123	1.65096
0x9a1	144.26	39.3534	1.64452
0x9a4	89.7386	-45.3491	-7.8951
0x9a6	158.063	11.8866	-2.05604
0x9aa	143.691	40.2493	1.71218
0x9ab	164.835	24.8104	-2.34069
0x9ad	164.515	25.4373	-2.33351
0x9ae	164.186	26.0595	-2.33351
0x9af	163.857	26.6818	-2.33351
0x9b8	-201.408	11.6774	2.34581
0x9c2	-140.872	-70.5271	5.68919
0x9f5	-68.9532	149.297	7.00317
0xa0f	147.94	-44.9145	67.8696
0xa15	-228.371	21.6621	2.3722
0xa1e	182.907	18.3815	1.66405
0xa52	-195.432	40.0799	18.3868
0xa57	-198.318	40.562	18.3827
0xa5b	-201.191	41.0436	18.3831
0xa5e	-194.714	21.5349	8.3133
0xa61	-196.337	34.4659	18.3815
0xa64	-199.226	34.9054	18.4004
0xa68	-202.085	35.4207	18.3831
0xa72	87.2557	-44.1277	-7.8951
0xa81	-196.733	34.6364	18.8704
0xa82	-199.507	35.12	18.8704
0xa83	-198.686	40.5867	18.8704
0xa84	-195.854	40.1558	18.8704
0xa85	-202.117	35.5318	18.8704
0xac6	154.921	-53.2255	76.0846
0xae8	127.842	114.046	0.13703
0xafb	176.664	220.115	1.79584
0xb0c	176.82	220.047	1.48694
0xb10	12.6901	-41.668	16.6045
0xb14	140.047	-195.934	0
0xb38	25.8514	-178.8	4.88598
0xb3d	-132.85	161.929	12.7511
0xb50	-220.225	-33.7121	-0.989863
0xb53	-224.306	39.0092	2.46993
0xb71	122.847	-57.8267	-1.23863
0xb87	128.527	114.067	0.0568303
0xb8d	-215.286	56.9217	2.30342
0xb8e	160.943	23.8017	-2.73758
0xbaf	-24.0607	-31.7627	-10.1687
0xbc9	143.445	38.312	0.417452
0xbcb	150.751	37.2826	0.826679
0xbd3	-20.7626	-91.8448	40.2205
0xbdb	183.619	20.7566	0.998309
0xbde	0	0	0
0xbe9	-36.5535	-31.2726	-11.0301
0xbeb	-36.5739	-31.7385	-11.0338
0xbed	142.103	27.6349	-3.07696
0xbf2	-246.843	13.997	3.3468
0xbf3	-23.8313	-32.428	-10.1687
0xbf6	149.135	0.3298	11.5442
0xbfc	148.052	37.4749	7.09253
0xbff	-36.9953	-31.4574	-11.0516
0xc05	-24.17	-31.8004	-10.1687
0xc09	-16.1114	-31.2141	-7.81786
0xc14	123.182	32.8346	2.49715
0xc1c	117.803	26.4139	0.635252
0xc22	13.6256	-29.9131	-2.34519
0xc2e	183.099	19.0586	1.66405
0xc3f	57.0893	-57.2541	19.5622
0xc41	57.0347	-57.9965	19.5622
0xc42	177.232	216.958	-0.104967
0xc52	-37.1024	-32.736	-10.7001
0xc59	16.4133	-30.1455	-2.11151
0xc68	18.571	-32.1212	-1.93199
0xc72	-183.425	169.786	-2.38831
0xc80	12.3373	-35.5387	-2.37889
0xc88	12.5537	-40.235	-3.20946
0xc8a	13.522	-38.3297	-3.20946
0xc8b	13.4198	-38.4604	-3.20946
0xc8c	-180.481	169.067	-4.22797
0xc90	13.4549	-38.4531	-3.20946
0xc92	21.2562	-41.2775	16.6806
0xc9e	-36.8716	-31.684	-11.0522
0xca1	14.4516	-36.801	-2.33597
0xcad	15.2112	-32.6239	-3.20946
0xcae	13.5189	-44.2886	15.094
0xcaf	17.2228	-42.0316	15.3171
0xcb2	15.2782	-32.5004	-3.20946
0xcb6	15.1761	-32.6312	-3.20946
0xcb9	16.9558	-37.5233	-1.963
0xcbd	15.2622	-32.5344	-3.20946
0xcbe	15.1752	-32.6756	-3.20946
0xcbf	-36.9953	-31.4574	-11.0516
0xcc0	15.2281	-32.5455	-3.20946
0xcc5	17.173	-26.7895	-3.20946
0xccb	17.1201	-26.9196	-3.20946
0xccc	17.2071	-26.7784	-3.20946
0xcd2	17.4235	-25.2425	-3.4739
0xcd4	2.82969	-42.8047	-5.79063
0xcd5	-164.423	165.22	-0.648152
0xcd6	2.85675	-42.4378	-5.68537
0xcda	3.48775	-42.2197	-5.1216
0xcdb	0.440019	-39.5939	-1.73445
0xcdc	0.0710687	-39.6074	-1.68727
0xce0	-7.45017	-38.1402	-5.00003
0xd32	108.637	-152.678	0.628133
0xd3b	-65.4708	-1.94126	-1.8367
0xd3e	229.473	22.0699	0.46507
0xd7a	186.103	140.35	2.40959
0xd8a	175.275	33.3055	9.42676
0xdf3	-201.723	12.0137	2.31054
0xdf5	-210.982	13.2947	2.31054
0xdf6	-227.964	22.4495	2.17864
0xdf7	-223.398	39.209	2.54752
0xdfb	-245.509	17.6201	-0.0648963
0xe0c	-63.9395	147.829	3.91823
0xe30	-49.9755	39.7098	10.2607
0xe3a	183.291	19.7357	1.66405
0xe4f	177.129	221.583	2.70951
0xe5a	79.8956	-57.5799	34.4684
0xe5e	15.6348	25.994	452.96
0xe6a	238.016	21.6864	1.33391
0xe6e	42.7661	-15.4716	38.3483
0xe6f	-153.136	161.442	18.2721
0xe73	-221.191	-34.648	4.55302
0xe76	70.2577	-76.797	34.9561
0xe7f	-182.136	-35.9212	16.9972
0xe86	-110.087	-111.136	5.45847
0xe8b	13.1611	-104.143	11.6997
0xe9b	-144.349	-125.938	14.5527
0xe9d	-25.8645	31.1436	31.4714
0xe9e	91.4464	-39.3015	35.1303
0xf84	-231.419	-33.2966	3.63803
0xf91	-184.037	169.135	-2.12181
0xfaf	101.401	-140.882	6.03692
0xfb3	38.2763	-27.6701	3.34669
0xfd5	-162.045	-69.2719	7.06205
0xfd7	228.275	21.0171	5.87386
0xfd9	147.495	18.5544	29.9314
0xfdf	18.387	185.927	9.12342
0xfe2	-172.145	60.0317	56.5124
0xfe3	232.401	60.6708	15.6031
0xff8	140.251	-44.4756	4.74525
0x1027	-179.294	167.648	-8.50501
0x105d	113.829	-36.6798	30.6976
0x10ca	122.016	29.0035	2.19692
0x10f7	-179.062	164.59	-3.14902
0x10fa	-181.48	175.362	-3.80449
0x1129	-151.747	-152.327	8.85493
0x1162	-179.139	168.782	-5.815
0x117a	-178.046	172.499	-8.96679
0x11f9	154.943	-54.1002	48.8842
0x1205	-174.837	167.923	-7.45922
0x1276	-145.847	129.143	-7.17669
0x1280	-178.792	167.864	-9.12687
0x128a	240.147	21.6368	0.707501
0x129d	-179.052	165.092	-2.76683
0x12aa	-177.447	172.994	-2.08913
0x12c7	64.7593	162.022	20.9858
0x12c8	-143.779	123.563	-5.6858
0x12c9	-161.267	-67.359	6.72374
0x12d7	-143.702	123.777	-5.71993
0x12fb	-140.691	118.155	-3.1107
0x1300	-177.075	167.594	-9.25585
0x1317	-140.705	118.143	-6.7108
0x1385	-188.111	-158.081	4.18477
0x1386	-188.167	-158.112	4.21218
0x13c0	183.096	18.6937	1.72795
0x13c8	145.482	59.0728	2.07901
0x13d0	146.401	65.1043	2.15554
0x13d3	143.75	56.5271	0.860465
0x13d4	84.0014	-93.9556	12.2959
0x13e6	131.87	48.5534	-2.38185
0x1409	-157.903	-92.3686	9.48881
0x142a	-134.509	84.4779	34.1587
0x146c	-69.1495	148.621	7.00317
0x1489	-63.7807	148.403	3.90969
0x148a	-63.6101	148.976	3.91823
0x14b2	56.9789	-58.7536	19.5622
0x14b3	107.071	-151.06	0.628133
0x14bb	54.1694	141.147	45.4366
0x14c4	144.856	30.9754	-2.47194
0x14c6	227.44	20.3966	0.46507
0x14d1	144.61	29.9448	-2.54251
0x14d2	145.054	31.2803	-2.54251
0x14d4	144.832	30.6126	-2.54251
0x14d9	-63.4451	149.551	3.91823
0x14e7	-63.28	150.126	3.91823
0x14e8	-63.1223	150.703	3.90698
0x14e9	-69.7377	146.597	7.00317
0x150e	95.1774	-42.5684	-7.8951
0x1539	-59.1278	96.2882	19.5809
0x1549	-28.1495	182.341	14.8403
0x1553	-59.7755	96.2832	19.6327
0x156e	146.224	-48.1524	31.5808
0x1597	-243.898	55.2989	2.88256
0x15b0	37.4486	-89.9188	5.61261
0x15b7	-73.9811	-37.6966	2.08805
0x15c0	-160.757	-66.0423	5.1501
0x15c1	123.994	151.072	18.5262
0x15f4	124.884	37.8701	0.578902
0x1620	124.994	38.2032	0.560617
0x166f	-61.3602	144.659	4.6139
0x1681	-61.8463	148.33	3.328
0x168c	-226.612	27.3188	7.64029
0x16aa	-61.2119	150.607	3.33032
0x16b1	75.8134	-125.131	6.46973
0x16b2	114.134	-36.8604	31.3976
0x16b5	-236.346	29.2291	3.24197
0x16da	125.289	40.34	0.578901
0x16e4	-61.8338	154.041	2.02452
0x16e6	-61.6814	148.919	3.328
0x16e8	-61.5324	149.486	3.328
0x16eb	116.911	114.813	0.308599
0x176f	-223.978	38.4783	2.4589
0x1772	-76.2772	138.74	4.46172
0x1776	62.3792	168.161	23.1775
0x1778	54.2965	140.847	30.3828
0x177c	-189.264	-32.6018	2.7988
0x1786	64.5942	181.116	19.51
0x1790	69.3214	130.042	21.4483
0x17ac	65.1918	196.619	22.267
0x17b2	-66.1755	145.965	0.848277
0x17de	68.7678	105.805	20.8306
0x17df	67.0065	164.558	19.51
0x17ed	-191.349	-145.648	3.85678
0x17fe	-186.791	-159.596	2.07487
0x1803	-127.955	-166.717	20.7505
0x1812	-69.6645	146.088	1.95108
0x1848	-73.0184	-40.2825	5.22353
0x184c	68.4807	195.783	11.6563
0x184d	-13.9376	195.456	1.79642
0x184e	-61.6098	143.831	4.63389
0x1851	-62.1245	147.418	3.328
0x1889	57.8292	132.408	21.5687
0x188e	61.6699	131.71	21.4345
0x1895	-67.8401	150.291	5.24059
0x18a0	90.8564	-41.8457	-7.8951
0x18a9	58.5782	135.88	21.5356
0x18ad	50.8189	137.557	21.5356
0x18ae	67.8548	-153.819	159.054
0x18af	-161.794	-68.6645	6.72374
0x18b0	-204.971	-29.034	1.90068
0x18b3	67.8548	-153.819	159.054
0x18b6	84.1352	156.426	16.6185
0x18ce	52.2211	106.317	19.1924
0x18d0	-71.4139	140.284	5.22933
0x18d6	-188.817	-30.1297	2.14385
0x18da	37.7045	161.882	19.51
0x18dd	-71.2272	132.221	3.78527
0x18de	-190.863	-147.182	2.07487
0x18e7	56.8132	173.296	19.4812
0x18f1	-191.301	-41.1577	1.90068
0x18f2	-69.7771	139.574	3.78527
0x18f4	55.3188	158.307	19.51
0x18f5	75.4702	162.59	20.7867
0x18fb	76.1494	155.574	20.5034
0x1900	72.7772	149	20.9071
0x1903	85.2845	193.418	19.2816
0x1908	86.9866	190.557	23.8225
0x1909	85.3819	188.645	23.8225
0x190a	82.8131	193.048	23.8225
0x190e	66.2588	186.527	20.5034
0x1911	82.1829	189.87	23.8225
0x1912	82.3867	189.283	23.8225
0x1917	47.7768	193.36	20.4746
0x191d	-7.68931	195.833	4.12289
0x191f	-6.92354	197.413	3.50484
0x1929	54.9871	168.406	20.5272
0x192b	45.1274	170.291	19.3695
0x193b	66.2769	186.114	20.5034
0x193f	-206.396	-41.2778	2.14385
0x1953	-190.576	-41.3305	2.14385
0x1954	56.6146	107.64	19.1928
0x1961	72.7411	195.45	14.571
0x1962	-68.4164	138.031	2.36775
0x1983	182.664	-50.3108	2.43214
0x1984	-21.0164	184.476	1.58249
0x1987	182.754	-51.3194	2.43215
0x1988	-198.107	-34.5042	12.4563
0x198a	-196.951	-26.783	6.02743
0x199a	42.5292	108.287	19.1919
0x19a5	89.3243	-34.8461	0.654398
0x19b5	46.6758	103.706	19.1904
0x19d8	46.6384	89.4366	19.1947
0x19da	-231.76	206.703	2.58611
0x19db	-232.64	196.617	2.58611
0x19dc	45.3672	88.797	20.8894
0x19e6	32.2347	108.332	19.1941
0x19e7	31.597	109.603	20.8887
0x1a0d	100.109	-46.1439	-7.8951
0x1a0e	39.5036	129.436	19.1925
0x1a0f	38.8658	130.707	20.8872
0x1a19	30.6313	107.916	19.7477
0x1a1b	54.4663	86.1947	18.97
0x1a1c	47.7495	90.8598	18.97
0x1a25	58.2392	107.894	18.97
0x1a26	55.1287	108.464	18.97
0x1a29	-179.518	-33.776	2.31798
0x1a2d	-205.828	-30.4214	2.14385
0x1a2f	74.0589	168.656	19.5313
0x1a30	-207.538	-40.6337	2.14385
0x1a31	125.011	-53.8526	-1.09929
0x1a3e	60.2139	149.653	19.51
0x1a45	60.5825	151.364	19.51
0x1a48	61.9246	149.285	19.51
0x1a49	63.6354	148.916	19.51
0x1a54	-179.519	-33.7849	2.67276
0x1a70	64.004	150.627	19.51
0x1a75	65.346	148.547	19.51
0x1a78	-11.9387	202.42	2.0062
0x1a7b	-14.8514	187.689	2.23033
0x1a85	67.0568	148.179	19.51
0x1a89	67.4254	149.889	19.51
0x1a95	-11.4241	186.666	4.2007
0x1a96	-10.8339	186.492	4.20735
0x1a97	-14.9969	187.733	2.01212
0x1aa5	-97.0695	45.283	25.5196
0x1aa7	68.7676	147.81	19.51
0x1aaa	70.4782	147.441	19.51
0x1ac8	70.847	149.152	19.51
0x1ad6	72.1891	147.073	19.51
0x1ae8	73.8997	146.704	19.5129
0x1af7	74.2684	148.415	19.51
0x1afd	52.0548	160.862	20.0652
0x1b03	60.9511	153.075	19.51
0x1b04	61.3198	154.785	19.51
0x1b09	47.0009	198.208	22.1771
0x1b0e	57.7343	198.281	15.4255
0x1b16	62.6619	152.706	19.51
0x1b18	64.3726	152.337	19.51
